,Date,Price,Open,High,Low,Vol.,Change %
138,03/14/2023,260.79,256.75,261.07,255.86,33.34,2.71%
139,03/13/2023,253.92,247.4,257.91,245.73,33.34,2.14%
140,03/10/2023,248.59,251.08,252.79,247.6,28.33,-1.48%
141,03/09/2023,252.32,255.82,259.56,251.58,26.48,-0.54%
142,03/08/2023,253.7,254.04,254.54,250.81,17.34,-0.18%
143,03/07/2023,254.15,256.3,257.69,253.39,21.47,-1.06%
144,03/06/2023,256.87,256.42,260.12,255.98,24.11,0.62%
145,03/03/2023,255.29,252.19,255.62,251.39,29.28,1.66%
146,03/02/2023,251.11,246.55,251.4,245.61,24.75,1.97%
147,03/01/2023,246.27,250.76,250.93,245.79,26.53,-1.26%
148,02/28/2023,249.42,249.07,251.49,248.73,22.49,-0.30%
149,02/27/2023,250.16,252.46,252.82,249.39,21.19,0.38%
150,02/24/2023,249.22,249.96,251.0,248.1,24.99,-2.18%
151,02/23/2023,254.77,255.56,256.84,250.48,29.22,1.30%
152,02/22/2023,251.51,254.09,254.34,250.34,22.49,-0.46%
153,02/21/2023,252.67,254.48,255.49,251.59,28.4,-2.09%
154,02/17/2023,258.06,259.39,260.09,256.0,30.0,-1.56%
155,02/16/2023,262.15,264.02,266.74,261.9,29.19,-2.66%
156,02/15/2023,269.32,268.32,270.73,266.18,28.36,-1.05%
157,02/14/2023,272.17,272.67,274.97,269.28,37.05,0.31%
158,02/13/2023,271.32,267.64,274.6,267.15,44.43,3.12%
159,02/10/2023,263.1,261.53,264.09,260.66,25.82,-0.20%
160,02/09/2023,263.62,273.8,273.98,262.8,39.68,-1.17%
161,02/08/2023,266.73,273.2,276.76,266.21,54.25,-0.31%
162,02/07/2023,267.56,260.53,268.77,260.08,50.45,4.20%
163,02/06/2023,256.77,257.44,258.3,254.78,22.44,-0.61%
164,02/03/2023,258.35,259.54,264.2,257.1,29.08,-2.36%
165,02/02/2023,264.6,258.82,264.69,257.25,39.18,4.69%
166,02/01/2023,252.75,248.0,255.18,245.47,29.93,1.99%
167,01/31/2023,247.81,243.45,247.95,242.95,26.54,2.10%
168,01/30/2023,242.71,244.51,245.6,242.2,25.69,-2.20%
169,01/27/2023,248.16,248.99,249.83,246.83,26.5,0.06%
170,01/26/2023,248.0,243.65,248.31,242.0,33.16,3.07%
171,01/25/2023,240.61,234.48,243.3,230.9,66.36,-0.59%
172,01/24/2023,242.04,242.5,243.95,240.44,34.49,-0.22%
173,01/23/2023,242.58,241.1,245.16,239.65,31.51,0.98%
174,01/20/2023,240.22,234.85,240.74,234.51,35.39,3.57%
175,01/19/2023,231.93,233.78,235.52,230.68,28.38,-1.65%
176,01/18/2023,235.81,241.57,242.38,235.52,30.03,-1.89%
177,01/17/2023,240.35,237.97,240.91,237.09,29.72,0.47%
178,01/13/2023,239.23,237.0,239.37,234.92,21.33,0.30%
179,01/12/2023,238.51,235.26,239.9,233.56,27.17,1.16%
180,01/11/2023,235.77,231.29,235.95,231.11,28.39,3.02%
181,01/10/2023,228.85,227.76,231.31,227.33,26.87,0.76%
182,01/09/2023,227.12,226.45,231.24,226.41,27.04,0.97%
183,01/06/2023,224.93,223.0,225.76,219.35,43.61,1.18%
184,01/05/2023,222.31,227.2,227.55,221.76,39.23,-2.96%
185,01/04/2023,229.1,232.27,232.87,225.96,50.28,-4.37%
186,01/03/2023,239.58,243.08,245.75,237.4,25.68,-0.10%
187,12/30/2022,239.82,238.21,239.96,236.66,21.94,-0.49%
188,12/29/2022,241.01,235.65,241.92,235.65,19.74,2.76%
189,12/28/2022,234.53,236.89,239.72,234.17,17.2,-1.03%
190,12/27/2022,236.96,238.7,238.93,235.83,16.42,-0.74%
191,12/23/2022,238.73,236.11,238.87,233.94,21.21,0.23%
192,12/22/2022,238.19,241.26,241.99,233.87,28.62,-2.55%
193,12/21/2022,244.43,241.69,245.62,240.11,23.67,1.09%
194,12/20/2022,241.8,239.4,242.91,238.42,25.08,0.56%
195,12/19/2022,240.45,244.86,245.21,238.71,29.63,-1.73%
196,12/16/2022,244.69,248.55,249.84,243.51,86.1,-1.73%
197,12/15/2022,249.01,253.72,254.2,247.34,35.49,-3.19%
198,12/14/2022,257.22,257.13,262.59,254.31,35.41,0.12%
199,12/13/2022,256.92,261.69,263.92,253.07,42.12,1.75%
200,12/12/2022,252.51,247.45,252.54,247.17,30.43,2.89%
201,12/09/2022,245.42,244.7,248.31,244.16,20.61,-0.80%
202,12/08/2022,247.4,244.84,248.74,243.06,22.55,1.24%
203,12/07/2022,244.37,244.83,246.16,242.21,20.43,-0.31%
204,12/06/2022,245.12,250.82,251.86,243.78,22.43,-2.03%
205,12/05/2022,250.2,252.01,253.82,248.06,22.56,-1.89%
206,12/02/2022,255.02,249.82,256.06,249.69,21.53,0.13%
207,12/01/2022,254.69,253.87,256.12,250.92,26.04,-0.18%
208,11/30/2022,255.14,240.57,255.33,239.86,47.59,6.16%
209,11/29/2022,240.33,241.4,242.79,238.21,17.96,-0.59%
210,11/28/2022,241.76,246.08,246.65,240.8,24.81,-2.32%
212,11/23/2022,247.58,245.1,248.28,244.27,19.51,1.04%
213,11/22/2022,245.03,243.59,245.31,240.71,19.67,1.23%
214,11/21/2022,242.05,241.43,244.67,241.19,26.39,0.34%
215,11/18/2022,241.22,243.51,243.74,239.03,27.61,-0.19%
216,11/17/2022,241.68,237.78,243.25,237.63,23.12,-0.02%
217,11/16/2022,241.73,242.79,243.8,240.42,24.09,-0.10%
218,11/15/2022,241.97,245.66,247.0,240.03,31.39,0.17%
219,11/14/2022,241.55,241.99,243.91,239.21,31.12,-2.25%
220,11/11/2022,247.11,242.99,247.99,241.93,34.62,1.70%
221,11/10/2022,242.98,235.43,243.33,235.0,46.27,8.23%
222,11/09/2022,224.51,227.37,228.63,224.33,27.85,-1.91%
223,11/08/2022,228.87,228.7,231.65,225.84,28.19,0.44%
224,11/07/2022,227.87,221.99,228.41,221.28,33.5,2.93%
225,11/04/2022,221.39,217.55,221.59,213.43,36.79,3.33%
226,11/03/2022,214.25,220.09,220.41,213.98,36.63,-2.66%
227,11/02/2022,220.1,229.46,231.3,220.04,38.41,-3.54%
228,11/01/2022,228.17,234.6,235.74,227.32,30.59,-1.71%
229,10/31/2022,232.13,233.76,234.92,231.15,28.36,-1.59%
230,10/28/2022,235.87,226.24,236.6,226.05,40.65,4.02%
231,10/27/2022,226.75,231.04,233.69,225.78,40.42,-1.98%
232,10/26/2022,231.32,231.17,238.3,230.06,82.68,-7.72%
233,10/25/2022,250.66,247.26,251.04,245.83,34.78,1.38%
234,10/24/2022,247.25,243.76,247.84,241.29,24.91,2.12%
235,10/21/2022,242.12,234.74,243.0,234.5,26.3,2.53%
236,10/20/2022,236.15,235.77,241.31,234.87,21.81,-0.14%
237,10/19/2022,236.48,237.04,239.61,234.29,19.99,-0.85%
238,10/18/2022,238.5,243.24,243.93,235.37,26.33,0.41%
239,10/17/2022,237.53,235.82,238.96,235.13,28.14,3.92%
240,10/14/2022,228.56,235.54,237.24,228.34,30.2,-2.42%
241,10/13/2022,234.24,219.85,236.1,219.13,42.55,3.76%
242,10/12/2022,225.75,225.4,227.86,223.96,21.9,0.15%
243,10/11/2022,225.41,227.62,229.06,224.11,30.47,-1.68%
244,10/10/2022,229.25,233.05,234.56,226.73,29.74,-2.13%
245,10/07/2022,234.24,240.9,241.32,233.17,37.77,-5.09%
246,10/06/2022,246.79,247.93,250.34,246.08,20.24,-0.97%
247,10/05/2022,249.2,245.99,250.58,244.1,20.35,0.13%
248,10/04/2022,248.88,245.09,250.36,244.98,34.89,3.38%
249,10/03/2022,240.74,235.41,241.61,234.66,28.88,3.37%
250,09/30/2022,232.9,238.29,240.54,232.73,35.69,-1.94%
251,09/29/2022,237.5,238.89,239.95,234.41,27.48,-1.48%
252,09/28/2022,241.07,236.81,242.33,234.73,29.03,1.97%
253,09/27/2022,236.41,239.98,241.8,234.5,27.02,-0.44%
254,09/26/2022,237.45,237.04,241.45,236.9,27.69,-0.20%
255,09/23/2022,237.92,239.54,241.13,235.2,34.18,-1.27%
256,09/22/2022,240.98,237.87,243.86,237.57,31.06,0.85%
257,09/21/2022,238.95,244.27,247.66,238.9,28.63,-1.44%
258,09/20/2022,242.45,242.07,243.51,239.64,26.66,-0.85%
259,09/19/2022,244.52,242.46,245.14,240.85,26.83,-0.09%
260,09/16/2022,244.74,244.26,245.3,242.06,39.79,-0.26%
261,09/15/2022,245.38,249.77,251.4,244.02,31.53,-2.71%
262,09/14/2022,252.22,253.53,254.23,249.86,23.91,0.09%
263,09/13/2022,251.99,258.84,260.4,251.59,33.35,-5.50%
264,09/12/2022,266.65,265.78,267.45,265.16,18.75,0.83%
265,09/09/2022,264.46,260.5,265.23,260.29,22.09,2.30%
266,09/08/2022,258.52,257.51,260.43,254.79,20.32,0.17%
267,09/07/2022,258.09,254.7,258.83,253.22,24.13,1.91%
268,09/06/2022,253.25,256.2,257.83,251.94,21.33,-1.10%
269,09/02/2022,256.06,261.7,264.74,254.47,22.86,-1.67%
270,09/01/2022,260.4,258.87,260.89,255.41,23.26,-0.41%
271,08/31/2022,261.47,265.39,267.11,261.33,24.79,-0.57%
272,08/30/2022,262.97,266.67,267.05,260.66,22.77,-0.85%
273,08/29/2022,265.23,265.85,267.4,263.85,20.34,-1.07%
274,08/26/2022,268.09,279.08,280.34,267.98,27.55,-3.86%
275,08/25/2022,278.85,277.33,279.02,274.52,16.58,1.11%
276,08/24/2022,275.79,275.41,277.23,275.11,18.14,-0.24%
277,08/23/2022,276.44,276.44,278.86,275.4,17.53,-0.47%
278,08/22/2022,277.75,282.08,282.46,277.22,25.06,-2.94%
279,08/19/2022,286.15,288.9,289.25,285.56,20.57,-1.39%
280,08/18/2022,290.17,290.19,291.91,289.08,17.19,-0.39%
281,08/17/2022,291.32,289.74,293.35,289.47,18.25,-0.47%
282,08/16/2022,292.71,291.99,294.04,290.42,18.1,-0.26%
283,08/15/2022,293.47,291.0,294.18,290.11,18.09,0.53%
284,08/12/2022,291.91,288.48,291.91,286.94,22.62,1.70%
285,08/11/2022,287.02,290.85,291.21,286.51,20.07,-0.74%
286,08/10/2022,289.16,288.17,289.81,286.94,24.69,2.43%
287,08/09/2022,282.3,279.64,283.08,277.61,23.41,0.71%
288,08/08/2022,280.32,284.05,285.92,279.32,18.76,-0.92%
289,08/05/2022,282.91,279.15,283.65,278.68,16.77,-0.26%
290,08/04/2022,283.65,281.8,283.8,280.17,18.1,0.42%
291,08/03/2022,282.47,276.76,283.5,276.61,23.52,2.78%
292,08/02/2022,274.82,276.0,277.89,272.38,22.75,-1.15%
293,08/01/2022,278.01,277.82,281.28,275.84,21.54,-0.97%
294,07/29/2022,280.74,277.7,282.0,276.63,32.15,1.57%
295,07/28/2022,276.41,269.75,277.84,267.87,33.46,2.85%
296,07/27/2022,268.74,261.16,270.05,258.85,45.99,6.69%
297,07/26/2022,251.9,259.86,259.88,249.57,39.35,-2.68%
298,07/25/2022,258.83,260.99,261.5,256.81,21.06,-0.59%
299,07/22/2022,260.36,265.24,265.33,259.07,21.88,-1.69%
300,07/21/2022,264.84,259.79,264.89,257.03,22.4,0.98%
301,07/20/2022,262.27,259.9,264.87,258.91,22.79,1.06%
302,07/19/2022,259.53,257.58,259.72,253.68,25.01,2.08%
303,07/18/2022,254.25,259.75,260.84,253.3,20.98,-0.96%
304,07/15/2022,256.72,255.72,260.37,254.77,29.77,1.04%
305,07/14/2022,254.08,250.57,255.14,245.94,25.1,0.54%
306,07/13/2022,252.72,250.19,253.55,248.11,29.5,-0.37%
307,07/12/2022,253.67,265.88,265.94,252.04,35.87,-4.10%
308,07/11/2022,264.51,265.65,266.53,262.18,19.52,-1.18%
309,07/08/2022,267.66,264.79,268.1,263.29,19.66,-0.28%
310,07/07/2022,268.4,265.12,269.05,265.02,20.86,0.82%
311,07/06/2022,266.21,263.75,267.99,262.4,23.82,1.28%
312,07/05/2022,262.85,256.16,262.98,254.74,22.97,1.26%
313,07/01/2022,259.58,256.39,259.77,254.61,22.84,1.07%
314,06/30/2022,256.83,257.05,259.53,252.9,31.73,-1.32%
315,06/29/2022,260.26,257.59,261.97,255.76,20.07,1.47%
316,06/28/2022,256.48,263.98,266.91,256.32,27.38,-3.17%
317,06/27/2022,264.89,268.2,268.3,263.28,24.62,-1.05%
318,06/24/2022,267.7,261.81,267.98,261.72,33.92,3.41%
319,06/23/2022,258.86,255.57,259.37,253.63,25.86,2.26%
320,06/22/2022,253.13,251.89,257.17,250.37,25.96,-0.24%
321,06/21/2022,253.74,250.26,254.75,249.51,29.93,2.46%
322,06/17/2022,247.65,244.7,250.5,244.03,43.08,1.09%
323,06/16/2022,244.97,245.98,247.42,243.02,33.17,-2.70%
324,06/15/2022,251.76,248.31,255.3,246.42,33.11,2.97%
325,06/14/2022,244.49,243.86,245.74,241.51,28.65,0.92%
326,06/13/2022,242.26,245.11,249.02,241.53,46.14,-4.24%
327,06/10/2022,252.99,260.58,260.58,252.53,31.45,-4.46%
328,06/09/2022,264.79,267.78,272.71,264.63,26.44,-2.08%
329,06/08/2022,270.41,271.71,273.0,269.61,17.37,-0.77%
330,06/07/2022,272.5,266.64,273.13,265.94,22.86,1.40%
331,06/06/2022,268.75,272.06,274.18,267.22,22.4,-0.47%
332,06/03/2022,270.02,270.31,273.45,268.41,28.06,-1.66%
333,06/02/2022,274.58,264.45,274.65,261.6,44.01,0.79%
334,06/01/2022,272.42,275.2,277.69,270.04,25.29,0.20%
335,05/31/2022,271.87,272.53,274.77,268.93,37.83,-0.50%
336,05/27/2022,273.24,268.48,273.34,267.56,26.91,2.76%
337,05/26/2022,265.9,262.27,267.11,261.43,25.0,1.29%
338,05/25/2022,262.52,258.14,264.58,257.13,28.55,1.12%
339,05/24/2022,259.62,257.89,261.33,253.5,29.04,-0.40%
340,05/23/2022,260.65,255.49,261.5,253.43,33.18,3.20%
341,05/20/2022,252.56,257.24,258.54,246.44,39.2,-0.23%
342,05/19/2022,253.14,253.9,257.67,251.88,32.69,-0.37%
343,05/18/2022,254.08,263.0,263.6,252.77,31.36,-4.77%
344,05/17/2022,266.82,266.11,268.33,262.46,28.83,2.03%
345,05/16/2022,261.5,259.95,265.82,255.78,32.55,0.15%
346,05/13/2022,261.12,257.35,263.04,255.35,34.93,2.26%
347,05/12/2022,255.35,257.69,259.88,250.02,51.03,-2.00%
348,05/11/2022,260.55,265.68,271.36,259.3,48.98,-3.32%
349,05/10/2022,269.5,271.69,273.75,265.07,39.34,1.86%
350,05/09/2022,264.58,270.06,272.36,263.32,47.73,-3.69%
351,05/06/2022,274.73,274.8,279.25,271.27,37.78,-0.94%
352,05/05/2022,277.35,285.54,286.35,274.34,43.26,-4.36%
353,05/04/2022,289.98,282.59,290.88,276.73,33.6,2.91%
354,05/03/2022,281.78,283.96,284.13,280.15,25.98,-0.95%
355,05/02/2022,284.47,277.71,284.94,276.22,35.15,2.50%
356,04/29/2022,277.52,288.61,289.88,276.5,37.07,-4.18%
357,04/28/2022,289.63,285.18,290.98,281.46,33.65,2.26%
358,04/27/2022,283.22,282.1,290.97,279.16,63.48,4.81%
359,04/26/2022,270.22,277.5,278.36,270.0,46.52,-3.74%
360,04/25/2022,280.72,273.29,281.11,270.77,35.68,2.44%
361,04/22/2022,274.03,281.68,283.2,273.38,29.41,-2.41%
362,04/21/2022,280.81,288.58,293.3,280.06,29.45,-1.94%
363,04/20/2022,286.36,289.4,289.7,285.37,22.91,0.37%
364,04/19/2022,285.3,279.38,286.17,278.41,22.3,1.70%
365,04/18/2022,280.52,278.91,282.46,278.34,20.78,0.25%
366,04/14/2022,279.83,288.09,288.3,279.32,28.22,-2.71%
367,04/13/2022,287.62,282.73,288.58,281.3,21.91,1.97%
368,04/12/2022,282.06,289.23,290.74,280.49,30.97,-1.12%
369,04/11/2022,285.26,291.79,292.61,285.0,34.57,-3.94%
370,04/08/2022,296.97,300.44,301.12,296.28,24.36,-1.46%
371,04/07/2022,301.37,296.66,303.65,296.35,31.41,0.62%
372,04/06/2022,299.5,305.19,307.0,296.71,40.11,-3.66%
373,04/05/2022,310.88,313.27,314.86,309.87,23.16,-1.30%
374,04/04/2022,314.97,310.09,315.11,309.71,24.34,1.79%
375,04/01/2022,309.42,309.37,310.13,305.54,27.11,0.36%
376,03/31/2022,308.31,313.9,315.14,307.89,33.42,-1.77%
377,03/30/2022,313.86,313.76,315.95,311.58,28.16,-0.49%
378,03/29/2022,315.41,313.91,315.82,309.05,30.39,1.52%
379,03/28/2022,310.7,304.33,310.8,304.33,29.58,2.31%
380,03/25/2022,303.68,305.23,305.5,299.29,22.57,-0.14%
381,03/24/2022,304.1,299.14,304.2,298.32,24.48,1.54%
382,03/23/2022,299.49,300.51,303.23,297.72,25.72,-1.50%
383,03/22/2022,304.06,299.8,305.0,298.77,27.6,1.64%
384,03/21/2022,299.16,298.89,300.14,294.9,28.35,-0.42%
385,03/18/2022,300.43,295.37,301.0,292.73,43.39,1.76%
386,03/17/2022,295.22,293.29,295.61,289.37,30.82,0.28%
387,03/16/2022,294.39,289.11,294.57,283.2,37.83,2.52%
388,03/15/2022,287.15,280.35,287.82,278.73,34.25,3.87%
389,03/14/2022,276.44,280.34,285.4,275.82,30.66,-1.30%
390,03/11/2022,280.07,287.96,289.51,279.43,27.21,-1.93%
391,03/10/2022,285.59,283.02,286.6,280.58,30.63,-1.01%
392,03/09/2022,288.5,283.44,289.6,280.78,35.2,4.59%
393,03/08/2022,275.85,277.8,283.96,270.0,48.16,-1.10%
394,03/07/2022,278.91,288.53,289.69,278.53,43.16,-3.78%
395,03/04/2022,289.86,294.29,295.66,287.17,32.37,-2.05%
396,03/03/2022,295.92,302.89,303.13,294.05,27.31,-1.42%
397,03/02/2022,300.19,295.36,301.47,293.7,31.87,1.78%
398,03/01/2022,294.95,296.4,299.97,292.15,31.22,-1.29%
399,02/28/2022,298.79,294.31,299.14,293.0,34.63,0.50%
400,02/25/2022,297.31,295.14,297.63,291.65,32.55,0.92%
401,02/24/2022,294.59,272.51,295.16,271.52,56.99,5.11%
402,02/23/2022,280.27,290.18,291.7,280.1,37.81,-2.59%
403,02/22/2022,287.72,285.0,291.54,284.5,41.74,-0.07%
404,02/18/2022,287.93,293.05,293.86,286.3,34.26,-0.96%
405,02/17/2022,290.73,296.36,296.8,290.0,32.46,-2.93%
406,02/16/2022,299.5,298.36,300.87,293.68,29.98,-0.32%
407,02/15/2022,300.47,300.01,300.8,297.02,27.38,1.85%
408,02/14/2022,295.0,293.77,296.76,291.35,36.36,-0.01%
409,02/11/2022,295.04,303.19,304.29,294.22,39.18,-2.43%
410,02/10/2022,302.38,304.04,309.12,300.7,45.39,-2.84%
411,02/09/2022,311.21,309.86,311.93,307.39,31.28,2.18%
412,02/08/2022,304.56,301.25,305.56,299.95,32.42,1.20%
413,02/07/2022,300.95,306.17,307.84,299.9,28.53,-1.63%
414,02/04/2022,305.94,300.21,308.8,299.97,35.1,1.56%
415,02/03/2022,301.25,309.49,311.23,299.96,43.73,-3.90%
416,02/02/2022,313.46,309.63,315.12,308.88,36.64,1.52%
417,02/01/2022,308.76,310.41,310.63,305.13,40.95,-0.71%
418,01/31/2022,310.98,308.95,312.38,306.37,46.44,0.88%
419,01/28/2022,308.26,300.23,308.48,294.45,49.74,2.81%
420,01/27/2022,299.84,302.66,307.3,297.93,53.48,1.05%
421,01/26/2022,296.71,307.98,308.5,293.03,90.43,2.85%
422,01/25/2022,288.49,291.52,294.99,285.17,72.85,-2.66%
423,01/24/2022,296.37,292.2,297.11,276.05,86.04,0.11%
424,01/21/2022,296.03,302.68,304.11,295.61,57.98,-1.85%
425,01/20/2022,301.6,309.07,311.65,301.14,35.38,-0.57%
426,01/19/2022,303.33,306.29,313.91,302.7,45.93,0.22%
427,01/18/2022,302.65,304.07,309.8,301.74,42.43,-2.43%
428,01/14/2022,310.2,304.25,310.82,303.75,39.85,1.77%
429,01/13/2022,304.8,320.47,320.88,304.0,45.37,-4.23%
430,01/12/2022,318.27,319.67,323.41,317.08,34.37,1.04%
431,01/11/2022,314.98,313.38,316.61,309.89,29.39,0.23%
432,01/10/2022,314.27,309.48,314.72,304.69,44.29,0.07%
433,01/07/2022,314.04,314.15,316.5,310.09,32.72,0.05%
434,01/06/2022,313.88,313.15,318.7,311.49,39.65,-0.79%
435,01/05/2022,316.38,325.86,326.07,315.98,40.05,-3.84%
436,01/04/2022,329.01,334.83,335.2,326.12,32.67,-1.71%
437,01/03/2022,334.75,335.35,338.0,329.78,28.92,-0.47%
438,12/31/2021,336.32,338.51,339.36,335.85,18.0,-0.88%
439,12/30/2021,339.32,341.91,343.13,338.82,15.99,-0.77%
440,12/29/2021,341.95,341.3,344.3,339.68,15.04,0.21%
441,12/28/2021,341.25,343.15,343.81,340.32,15.66,-0.35%
442,12/27/2021,342.45,335.46,342.48,335.43,19.95,2.32%
443,12/23/2021,334.69,332.75,336.39,332.73,19.62,0.45%
444,12/22/2021,333.2,328.3,333.61,325.75,24.83,1.81%
445,12/21/2021,327.29,323.29,327.73,319.8,24.74,2.31%
446,12/20/2021,319.91,320.05,322.8,317.57,28.33,-1.20%
447,12/17/2021,323.8,320.88,324.92,317.25,47.98,-0.34%
448,12/16/2021,324.9,335.71,336.76,323.02,35.03,-2.91%
449,12/15/2021,334.65,328.61,335.19,324.5,35.38,1.92%
450,12/14/2021,328.34,333.22,334.64,324.11,44.44,-3.26%
451,12/13/2021,339.4,340.68,343.79,339.08,28.9,-0.92%
452,12/10/2021,342.54,334.98,343.0,334.79,38.1,2.83%
453,12/09/2021,333.1,334.41,336.49,332.12,22.21,-0.56%
454,12/08/2021,334.97,335.31,335.5,330.8,24.76,0.01%
455,12/07/2021,334.92,331.64,335.8,330.1,31.02,2.68%
456,12/06/2021,326.19,323.95,327.45,319.23,30.03,0.98%
457,12/03/2021,323.01,331.99,332.7,318.03,41.78,-1.97%
458,12/02/2021,329.49,330.3,333.49,327.8,30.77,-0.18%
459,12/01/2021,330.08,335.13,339.28,329.39,33.4,-0.15%
460,11/30/2021,330.59,335.32,337.78,328.99,42.89,-1.79%
461,11/29/2021,336.63,334.94,339.03,334.74,28.56,2.11%
462,11/26/2021,329.68,334.35,337.93,328.12,24.22,-2.44%
463,11/24/2021,337.91,336.28,338.16,333.91,21.66,0.07%
464,11/23/2021,337.68,337.05,339.45,333.56,30.43,-0.63%
465,11/22/2021,339.83,344.62,349.67,339.55,31.03,-0.96%
466,11/19/2021,343.11,342.64,345.1,342.2,21.96,0.54%
467,11/18/2021,341.27,338.18,342.45,337.12,22.46,0.63%
468,11/17/2021,339.12,338.94,342.19,338.0,19.05,-0.11%
469,11/16/2021,339.51,335.68,340.67,335.51,20.89,1.02%
470,11/15/2021,336.07,337.54,337.88,334.03,16.72,-0.19%
471,11/12/2021,336.72,333.92,337.23,333.79,23.83,1.29%
472,11/11/2021,332.43,331.25,333.77,330.51,16.85,0.49%
473,11/10/2021,330.8,334.57,334.63,329.92,25.5,-1.53%
474,11/09/2021,335.95,337.11,338.72,334.53,21.31,-0.31%
475,11/08/2021,336.99,337.3,337.65,334.44,20.9,0.28%
476,11/05/2021,336.06,338.51,338.79,334.42,22.57,-0.11%
477,11/04/2021,336.44,332.89,336.54,329.51,23.99,0.73%
478,11/03/2021,334.0,333.9,334.9,330.65,21.5,0.26%
479,11/02/2021,333.13,330.31,333.45,330.0,26.49,1.14%
480,11/01/2021,329.37,331.36,331.49,326.37,27.07,-0.68%
481,10/29/2021,331.62,324.13,332.0,323.9,34.77,2.24%
482,10/28/2021,324.35,324.33,324.87,321.36,26.3,0.37%
483,10/27/2021,323.17,316.0,326.1,316.0,52.59,4.21%
484,10/26/2021,310.11,311.0,312.39,308.6,28.11,0.64%
485,10/25/2021,308.13,309.36,309.4,306.46,17.55,-0.33%
486,10/22/2021,309.16,310.4,311.09,307.8,17.45,-0.51%
487,10/21/2021,310.76,307.17,311.02,306.36,16.92,1.09%
488,10/20/2021,307.41,309.21,309.7,306.11,16.54,-0.27%
489,10/19/2021,308.23,308.35,309.3,307.22,17.68,0.31%
490,10/18/2021,307.29,303.57,308.21,302.69,22.73,1.01%
491,10/15/2021,304.21,302.34,304.45,300.52,25.38,0.48%
492,10/14/2021,302.75,299.21,303.27,297.83,27.26,2.17%
493,10/13/2021,296.31,294.91,297.28,293.49,23.42,1.17%
494,10/12/2021,292.88,295.34,295.44,292.35,17.97,-0.46%
495,10/11/2021,294.23,292.92,297.97,292.74,19.3,-0.21%
496,10/08/2021,294.85,296.22,296.64,293.76,17.69,0.00%
497,10/07/2021,294.85,295.17,296.64,293.92,20.43,0.59%
498,10/06/2021,293.11,285.78,293.63,285.51,28.0,1.51%
499,10/05/2021,288.76,284.05,290.4,284.05,24.99,2.00%
500,10/04/2021,283.11,287.4,287.75,280.25,31.35,-2.07%
501,10/01/2021,289.1,282.12,289.98,281.29,30.09,2.55%
502,09/30/2021,281.92,285.71,287.83,281.62,32.34,-0.73%
503,09/29/2021,284.0,285.1,286.77,283.01,26.35,0.17%
504,09/28/2021,283.52,289.8,290.78,282.75,43.19,-3.62%
505,09/27/2021,294.17,296.14,296.47,292.94,23.57,-1.73%
506,09/24/2021,299.35,298.23,299.8,296.93,15.0,-0.07%
507,09/23/2021,299.56,298.85,300.9,297.53,18.6,0.33%
508,09/22/2021,298.58,296.73,300.22,294.51,26.63,1.28%
509,09/21/2021,294.8,295.69,297.54,294.07,22.36,0.17%
510,09/20/2021,294.3,296.33,298.72,289.52,38.28,-1.86%
511,09/17/2021,299.87,304.17,304.5,299.53,41.37,-1.75%
512,09/16/2021,305.22,303.76,305.31,300.76,19.55,0.13%
513,09/15/2021,304.82,303.26,305.32,301.82,28.36,1.68%
514,09/14/2021,299.79,299.56,301.39,298.1,21.85,0.94%
515,09/13/2021,296.99,297.55,298.54,294.08,23.65,0.43%
516,09/10/2021,295.71,298.42,299.92,295.38,19.63,-0.52%
517,09/09/2021,297.25,300.82,302.14,297.0,19.93,-0.99%
518,09/08/2021,300.21,299.78,300.61,297.47,15.05,0.01%
519,09/07/2021,300.18,301.01,301.09,298.2,17.18,-0.32%
521,09/02/2021,301.15,302.2,303.36,300.18,16.29,-0.23%
522,09/01/2021,301.83,302.86,305.19,301.49,18.98,-0.02%
523,08/31/2021,301.88,304.42,304.5,301.5,26.29,-0.56%
524,08/30/2021,303.59,301.11,304.22,301.06,16.35,1.29%
525,08/27/2021,299.72,298.99,300.87,296.83,22.61,0.21%
526,08/26/2021,299.09,300.99,302.43,298.95,17.67,-0.97%
527,08/25/2021,302.01,304.3,304.59,300.42,20.01,-0.20%
528,08/24/2021,302.62,305.02,305.65,302.0,18.18,-0.67%
529,08/23/2021,304.65,303.24,305.4,301.85,22.83,0.10%
530,08/20/2021,304.36,299.72,305.84,298.06,40.82,2.56%
531,08/19/2021,296.77,288.69,297.47,288.64,29.85,2.08%
532,08/18/2021,290.73,292.04,294.82,290.27,21.81,-0.80%
533,08/17/2021,293.08,292.39,293.43,291.08,20.08,-0.52%
534,08/16/2021,294.6,293.19,294.82,290.02,22.52,0.60%
535,08/13/2021,292.85,289.48,292.9,289.3,18.25,1.05%
538,08/10/2021,286.44,288.8,289.25,285.2,18.62,-0.66%
539,08/09/2021,288.33,289.75,291.55,287.81,16.12,-0.39%
540,08/06/2021,289.46,288.51,289.5,287.62,16.59,-0.02%
542,08/04/2021,286.51,286.22,287.59,284.65,16.19,-0.21%
543,08/03/2021,287.12,285.42,287.23,284.0,17.88,0.81%
544,08/02/2021,284.82,286.36,286.77,283.74,16.27,-0.03%
545,07/30/2021,284.91,285.17,286.66,283.91,20.94,-0.55%
546,07/29/2021,286.5,286.23,288.62,286.08,18.17,0.10%
